Date,Open,High,Low,Close,Adj Close,Volume
1997-05-05,24.194929,24.623159,24.123558,24.480415,6.921999,907000
1997-05-06,24.551786,24.694530,24.409044,24.551786,6.942177,536600
1997-05-07,22.838871,23.267101,22.482014,22.767500,6.437660,747300
1997-05-08,22.553387,22.981615,21.125956,21.554186,6.094585,2761400
1997-05-09,21.411442,21.982414,21.411442,21.554186,6.094585,880900
1997-05-12,21.554186,21.982414,21.411442,21.554186,6.094585,501600
1997-05-13,21.411442,21.696928,21.411442,21.411442,6.054226,420600
1997-05-14,21.696928,21.982414,21.696928,21.839670,6.175308,391900
1997-05-15,21.839670,22.410643,21.839670,22.410643,6.336756,580000
1997-05-16,22.267900,22.553387,22.125156,22.125156,6.256034,189800
1997-05-19,22.125156,22.410643,22.125156,22.410643,6.336756,728400
1997-05-20,22.267900,22.696129,22.267900,22.696129,6.417480,201000
1997-05-21,22.696129,22.838871,22.553387,22.838871,6.457840,322000
1997-05-22,22.981615,22.981615,22.624758,22.838871,6.457840,625400
1997-05-23,22.910244,23.267101,22.838871,22.981615,6.498201,216400
1997-05-27,23.124357,23.267101,22.981615,23.124357,6.538563,212000
1997-05-28,23.124357,23.267101,23.124357,23.195728,6.558744,183500
1997-05-29,23.124357,23.267101,22.981615,23.124357,6.538563,192100
1997-05-30,22.696129,23.267101,22.553387,23.267101,6.578925,188900
1997-06-02,23.409843,23.980816,23.267101,23.980816,6.780735,260700
1997-06-03,23.980816,24.409044,23.838072,24.266302,6.861454,590000
1997-06-04,24.266302,24.266302,23.980816,23.980816,6.780735,350900
1997-06-05,23.980816,24.409044,23.980816,24.409044,6.901818,338300
1997-06-06,24.337673,24.765902,24.337673,24.623159,6.962359,482600
1997-06-09,24.551786,24.980017,24.551786,24.980017,7.063265,149300
1997-06-10,24.980017,25.265501,24.837273,24.980017,7.063265,475300
1997-06-11,24.980017,24.980017,24.266302,24.266302,6.861454,287900
1997-06-12,24.123558,24.266302,23.838072,23.980816,6.780735,380500
1997-06-13,24.266302,24.409044,23.980816,24.123558,6.821093,508700
1997-06-16,24.266302,24.266302,23.838072,23.838072,6.740370,285100
1997-06-17,23.623959,23.838072,23.552586,23.838072,6.740370,708000
1997-06-18,23.909445,24.194929,23.766701,23.909445,6.760548,418700
1997-06-19,23.980816,25.122759,23.980816,24.980017,7.063265,223100
1997-06-20,25.408245,25.408245,24.837273,24.980017,7.063265,632400
1997-06-23,25.122759,25.693731,24.980017,25.265501,7.143984,315400
1997-06-24,25.265501,25.550987,24.765902,24.765902,7.002717,487400
1997-06-25,24.765902,24.837273,24.230616,24.551786,6.942177,232900
1997-06-26,24.694530,24.765902,24.266302,24.480415,6.921999,141500
1997-06-27,24.409044,24.480415,24.123558,24.123558,6.821093,97700
1997-06-30,24.052187,24.837273,24.052187,24.123558,6.821093,275600
1997-07-01,24.266302,25.194130,24.266302,24.980017,7.063265,174900
1997-07-02,24.123558,24.551786,24.123558,24.551786,6.942177,275300
1997-07-03,24.551786,24.551786,24.266302,24.337673,6.881637,212900
1997-07-07,24.409044,24.551786,24.266302,24.409044,6.901818,419100
1997-07-08,24.409044,24.409044,23.980816,23.980816,6.780735,222000
1997-07-09,24.551786,24.551786,23.695330,23.695330,6.700011,340600
1997-07-10,23.909445,24.337673,23.623959,24.337673,6.881637,513300
1997-07-11,24.337673,24.409044,24.123558,24.266302,6.861454,306300
1997-07-14,24.266302,24.337673,24.087873,24.159245,6.831183,206300
1997-07-15,24.087873,24.409044,24.087873,24.266302,6.861454,188400
1997-07-16,23.980816,24.551786,23.980816,24.087873,6.811003,189800
1997-07-17,24.087873,24.123558,23.481215,23.873758,6.750463,322700
1997-07-18,23.980816,24.052187,22.981615,23.445530,6.629376,228200
1997-07-21,23.409843,23.409843,22.553387,22.696129,6.417480,623400
1997-07-22,22.696129,22.981615,22.624758,22.981615,6.498201,777900
1997-07-23,23.124357,24.694530,23.124357,24.551786,6.942177,958500
1997-07-24,24.551786,24.551786,23.481215,24.052187,6.800911,373500
1997-07-25,23.980816,24.194929,23.766701,24.052187,6.800911,178800
1997-07-28,23.909445,23.980816,23.623959,23.623959,6.679830,103600
1997-07-29,23.623959,23.623959,22.910244,22.981615,6.498201,246400
1997-07-30,22.981615,23.552586,22.981615,23.552586,6.659647,658100
1997-07-31,23.552586,23.623959,22.838871,22.981615,6.498201,194000
1997-08-01,23.052986,23.052986,22.410643,22.553387,6.377116,209400
1997-08-04,22.553387,22.624758,21.982414,22.339272,6.316576,424700
1997-08-05,22.339272,22.482014,21.696928,22.339272,6.316576,737600
1997-08-06,22.339272,22.838871,22.339272,22.624758,6.397300,406300
1997-08-07,22.696129,22.696129,21.911043,22.125156,6.256034,704200
1997-08-08,22.125156,22.624758,22.053785,22.482014,6.356937,319900
1997-08-11,22.410643,22.624758,22.339272,22.553387,6.377116,852700
